"","station_id","stationname","date","daytype","rides","yearNumber"
"14948",40350,"UIC-Halsted","02/17/2018","A",1976,"2018"
"15138",40350,"UIC-Halsted","02/27/2018","W",7262,"2018"
"15145",40350,"UIC-Halsted","01/12/2018","W",2845,"2018"
"15235",40350,"UIC-Halsted","02/23/2018","W",7036,"2018"
"15260",40350,"UIC-Halsted","01/28/2018","U",1276,"2018"
"15299",40350,"UIC-Halsted","01/31/2018","W",7657,"2018"
"15336",40350,"UIC-Halsted","01/29/2018","W",7366,"2018"
"15359",40350,"UIC-Halsted","01/19/2018","W",7238,"2018"
"15431",40350,"UIC-Halsted","01/04/2018","W",2293,"2018"
"15461",40350,"UIC-Halsted","03/24/2018","A",1921,"2018"
"15466",40350,"UIC-Halsted","01/02/2018","W",1936,"2018"
"15491",40350,"UIC-Halsted","01/27/2018","A",2073,"2018"
"15545",40350,"UIC-Halsted","01/05/2018","W",2209,"2018"
"15693",40350,"UIC-Halsted","01/17/2018","W",7635,"2018"
"15822",40350,"UIC-Halsted","03/26/2018","W",3007,"2018"
"16254",40350,"UIC-Halsted","02/11/2018","U",1231,"2018"
"16326",40350,"UIC-Halsted","03/16/2018","W",7166,"2018"
"16358",40350,"UIC-Halsted","03/06/2018","W",7222,"2018"
"16415",40350,"UIC-Halsted","01/24/2018","W",7619,"2018"
"16520",40350,"UIC-Halsted","01/01/2018","U",657,"2018"
"17096",40350,"UIC-Halsted","01/06/2018","A",998,"2018"
"17333",40350,"UIC-Halsted","02/16/2018","W",7284,"2018"
"17394",40350,"UIC-Halsted","02/06/2018","W",7290,"2018"
"17488",40350,"UIC-Halsted","01/11/2018","W",3024,"2018"
"17599",40350,"UIC-Halsted","04/25/2018","W",7331,"2018"
"17888",40350,"UIC-Halsted","05/20/2018","U",1094,"2018"
"18078",40350,"UIC-Halsted","06/04/2018","W",3195,"2018"
"18108",40350,"UIC-Halsted","04/11/2018","W",7308,"2018"
"18357",40350,"UIC-Halsted","04/12/2018","W",7150,"2018"
"18377",40350,"UIC-Halsted","06/21/2018","W",3480,"2018"
"18506",40350,"UIC-Halsted","05/18/2018","W",3089,"2018"
"18538",40350,"UIC-Halsted","04/24/2018","W",7052,"2018"
"18613",40350,"UIC-Halsted","04/06/2018","W",6692,"2018"
"18647",40350,"UIC-Halsted","06/27/2018","W",3990,"2018"
"18828",40350,"UIC-Halsted","06/08/2018","W",3605,"2018"
"18896",40350,"UIC-Halsted","04/04/2018","W",7153,"2018"
"19147",40350,"UIC-Halsted","06/20/2018","W",3986,"2018"
"19183",40350,"UIC-Halsted","06/11/2018","W",3310,"2018"
"19516",40350,"UIC-Halsted","04/14/2018","A",1999,"2018"
"19563",40350,"UIC-Halsted","04/08/2018","U",1391,"2018"
"19658",40350,"UIC-Halsted","04/16/2018","W",6789,"2018"
"20007",40350,"UIC-Halsted","06/15/2018","W",3401,"2018"
"20107",40350,"UIC-Halsted","06/22/2018","W",3429,"2018"
"20224",40350,"UIC-Halsted","06/09/2018","A",1837,"2018"
"20594",40350,"UIC-Halsted","06/12/2018","W",3688,"2018"
"20848",40350,"UIC-Halsted","05/11/2018","W",5355,"2018"
"21042",40350,"UIC-Halsted","05/10/2018","W",5448,"2018"
"21154",40350,"UIC-Halsted","05/29/2018","W",3224,"2018"
"21268",40350,"UIC-Halsted","06/02/2018","A",1499,"2018"
"21337",40350,"UIC-Halsted","05/21/2018","W",3177,"2018"
"21395",40350,"UIC-Halsted","04/05/2018","W",6915,"2018"
"21537",40350,"UIC-Halsted","04/26/2018","W",7155,"2018"
"21562",40350,"UIC-Halsted","06/03/2018","U",1177,"2018"
"21678",40350,"UIC-Halsted","06/19/2018","W",3849,"2018"
"21742",40350,"UIC-Halsted","04/19/2018","W",7158,"2018"
"22174",40350,"UIC-Halsted","05/31/2018","W",3466,"2018"
"22366",40350,"UIC-Halsted","04/22/2018","U",1398,"2018"
"22393",40350,"UIC-Halsted","05/27/2018","U",1200,"2018"
"22579",40350,"UIC-Halsted","06/14/2018","W",3670,"2018"
"22763",40350,"UIC-Halsted","04/07/2018","A",2087,"2018"
"23199",40350,"UIC-Halsted","06/24/2018","U",1414,"2018"
"23292",40350,"UIC-Halsted","06/06/2018","W",3409,"2018"
"23351",40350,"UIC-Halsted","05/14/2018","W",3284,"2018"
"23451",40350,"UIC-Halsted","05/07/2018","W",5458,"2018"
"23760",40350,"UIC-Halsted","06/30/2018","A",1555,"2018"
"23861",40350,"UIC-Halsted","04/20/2018","W",6814,"2018"
"23973",40350,"UIC-Halsted","04/15/2018","U",1224,"2018"
"24038",40350,"UIC-Halsted","05/04/2018","W",6815,"2018"
"24070",40350,"UIC-Halsted","05/12/2018","A",1697,"2018"
"24121",40350,"UIC-Halsted","04/21/2018","A",1945,"2018"
"24176",40350,"UIC-Halsted","05/13/2018","U",1281,"2018"
"24437",40350,"UIC-Halsted","06/07/2018","W",3484,"2018"
"24506",40350,"UIC-Halsted","05/09/2018","W",5746,"2018"
"24544",40350,"UIC-Halsted","04/09/2018","W",6808,"2018"
"25012",40350,"UIC-Halsted","05/06/2018","U",1494,"2018"
"25046",40350,"UIC-Halsted","06/01/2018","W",3299,"2018"
"25131",40350,"UIC-Halsted","06/29/2018","W",3668,"2018"
"25351",40350,"UIC-Halsted","06/26/2018","W",3805,"2018"
"25702",40350,"UIC-Halsted","06/18/2018","W",3424,"2018"
"25921",40350,"UIC-Halsted","05/17/2018","W",3311,"2018"
"25990",40350,"UIC-Halsted","05/05/2018","A",2132,"2018"
"26036",40350,"UIC-Halsted","04/18/2018","W",7326,"2018"
"26415",40350,"UIC-Halsted","06/16/2018","A",1666,"2018"
"26439",40350,"UIC-Halsted","05/25/2018","W",3226,"2018"
"26702",40350,"UIC-Halsted","06/25/2018","W",3638,"2018"
"26800",40350,"UIC-Halsted","05/08/2018","W",5311,"2018"
"26806",40350,"UIC-Halsted","04/03/2018","W",6800,"2018"
"26813",40350,"UIC-Halsted","06/28/2018","W",3938,"2018"
"26827",40350,"UIC-Halsted","05/03/2018","W",6718,"2018"
"26932",40350,"UIC-Halsted","06/10/2018","U",1138,"2018"
"27028",40350,"UIC-Halsted","05/22/2018","W",3446,"2018"
"27319",40350,"UIC-Halsted","04/02/2018","W",6749,"2018"
"27375",40350,"UIC-Halsted","05/30/2018","W",3237,"2018"
"27457",40350,"UIC-Halsted","04/23/2018","W",6887,"2018"
"27471",40350,"UIC-Halsted","04/17/2018","W",7098,"2018"
"27624",40350,"UIC-Halsted","04/01/2018","U",1075,"2018"
"27634",40350,"UIC-Halsted","05/19/2018","A",1442,"2018"
"27813",40350,"UIC-Halsted","04/10/2018","W",7105,"2018"
"27927",40350,"UIC-Halsted","04/13/2018","W",6840,"2018"
"28480",40350,"UIC-Halsted","05/28/2018","U",1048,"2018"
"28615",40350,"UIC-Halsted","04/30/2018","W",7057,"2018"
"28657",40350,"UIC-Halsted","04/27/2018","W",6748,"2018"
"28710",40350,"UIC-Halsted","05/26/2018","A",1570,"2018"
"28715",40350,"UIC-Halsted","04/28/2018","A",2069,"2018"
"28750",40350,"UIC-Halsted","06/17/2018","U",1271,"2018"
"28792",40350,"UIC-Halsted","06/05/2018","W",3410,"2018"
"28869",40350,"UIC-Halsted","05/16/2018","W",3433,"2018"
"28897",40350,"UIC-Halsted","06/23/2018","A",1557,"2018"
"29484",40350,"UIC-Halsted","06/13/2018","W",3612,"2018"
"29706",40350,"UIC-Halsted","05/23/2018","W",3428,"2018"
"30048",40350,"UIC-Halsted","05/15/2018","W",3609,"2018"
"30085",40350,"UIC-Halsted","05/24/2018","W",3557,"2018"
"30178",40350,"UIC-Halsted","05/01/2018","W",7177,"2018"
"30210",40350,"UIC-Halsted","05/02/2018","W",7120,"2018"
"30259",40350,"UIC-Halsted","04/29/2018","U",1576,"2018"
"31653",40350,"UIC-Halsted","07/01/2018","U",1074,"2018"
"31654",40350,"UIC-Halsted","07/02/2018","W",3457,"2018"
"31655",40350,"UIC-Halsted","07/03/2018","W",3533,"2018"
"31656",40350,"UIC-Halsted","07/04/2018","U",1114,"2018"
"31657",40350,"UIC-Halsted","07/05/2018","W",3008,"2018"
"31658",40350,"UIC-Halsted","07/06/2018","W",3140,"2018"
"31659",40350,"UIC-Halsted","07/07/2018","A",1529,"2018"
"31660",40350,"UIC-Halsted","07/08/2018","U",1243,"2018"
"31661",40350,"UIC-Halsted","07/09/2018","W",3706,"2018"
"31662",40350,"UIC-Halsted","07/10/2018","W",3836,"2018"
"31663",40350,"UIC-Halsted","07/11/2018","W",4058,"2018"
"31664",40350,"UIC-Halsted","07/12/2018","W",3990,"2018"
"31665",40350,"UIC-Halsted","07/13/2018","W",3837,"2018"
"31666",40350,"UIC-Halsted","07/14/2018","A",1427,"2018"
"31667",40350,"UIC-Halsted","07/15/2018","U",1325,"2018"
"31668",40350,"UIC-Halsted","07/16/2018","W",3738,"2018"
"31669",40350,"UIC-Halsted","07/17/2018","W",3941,"2018"
"31670",40350,"UIC-Halsted","07/18/2018","W",3938,"2018"
"31671",40350,"UIC-Halsted","07/19/2018","W",3880,"2018"
"31672",40350,"UIC-Halsted","07/20/2018","W",3665,"2018"
"31673",40350,"UIC-Halsted","07/21/2018","A",1534,"2018"
"31674",40350,"UIC-Halsted","07/22/2018","U",1246,"2018"
"31675",40350,"UIC-Halsted","07/23/2018","W",3846,"2018"
"31676",40350,"UIC-Halsted","07/24/2018","W",4065,"2018"
"31677",40350,"UIC-Halsted","07/25/2018","W",4179,"2018"
"31678",40350,"UIC-Halsted","07/26/2018","W",3977,"2018"
"31679",40350,"UIC-Halsted","07/27/2018","W",3685,"2018"
"31680",40350,"UIC-Halsted","07/28/2018","A",1556,"2018"
"31681",40350,"UIC-Halsted","07/29/2018","U",1266,"2018"
"31682",40350,"UIC-Halsted","07/30/2018","W",3462,"2018"
"31683",40350,"UIC-Halsted","07/31/2018","W",3602,"2018"
"36127",40350,"UIC-Halsted","08/01/2018","W",3802,"2018"
"36128",40350,"UIC-Halsted","08/02/2018","W",3907,"2018"
"36129",40350,"UIC-Halsted","08/03/2018","W",3571,"2018"
"36130",40350,"UIC-Halsted","08/04/2018","A",1588,"2018"
"36131",40350,"UIC-Halsted","08/05/2018","U",1303,"2018"
"36132",40350,"UIC-Halsted","08/06/2018","W",3270,"2018"
"36133",40350,"UIC-Halsted","08/07/2018","W",3311,"2018"
"36134",40350,"UIC-Halsted","08/08/2018","W",3452,"2018"
"36135",40350,"UIC-Halsted","08/09/2018","W",3377,"2018"
"36136",40350,"UIC-Halsted","08/10/2018","W",3296,"2018"
"36137",40350,"UIC-Halsted","08/11/2018","A",1498,"2018"
"36138",40350,"UIC-Halsted","08/12/2018","U",1177,"2018"
"36139",40350,"UIC-Halsted","08/13/2018","W",3103,"2018"
"36140",40350,"UIC-Halsted","08/14/2018","W",3163,"2018"
"36141",40350,"UIC-Halsted","08/15/2018","W",3174,"2018"
"36142",40350,"UIC-Halsted","08/16/2018","W",3376,"2018"
"36143",40350,"UIC-Halsted","08/17/2018","W",3097,"2018"
"36144",40350,"UIC-Halsted","08/18/2018","A",1558,"2018"
"36145",40350,"UIC-Halsted","08/19/2018","U",1241,"2018"
"36146",40350,"UIC-Halsted","08/20/2018","W",3186,"2018"
"36147",40350,"UIC-Halsted","08/21/2018","W",3201,"2018"
"36148",40350,"UIC-Halsted","08/22/2018","W",3936,"2018"
"36149",40350,"UIC-Halsted","08/23/2018","W",4283,"2018"
"36150",40350,"UIC-Halsted","08/24/2018","W",4288,"2018"
"36151",40350,"UIC-Halsted","08/25/2018","A",3151,"2018"
"36152",40350,"UIC-Halsted","08/26/2018","U",2622,"2018"
"36153",40350,"UIC-Halsted","08/27/2018","W",8924,"2018"
"36154",40350,"UIC-Halsted","08/28/2018","W",8836,"2018"
"36155",40350,"UIC-Halsted","08/29/2018","W",9164,"2018"
"36156",40350,"UIC-Halsted","08/30/2018","W",9159,"2018"
"36157",40350,"UIC-Halsted","08/31/2018","W",8408,"2018"
"40558",40350,"UIC-Halsted","09/01/2018","A",1945,"2018"
"40559",40350,"UIC-Halsted","09/02/2018","U",1736,"2018"
"40560",40350,"UIC-Halsted","09/03/2018","U",1377,"2018"
"40561",40350,"UIC-Halsted","09/04/2018","W",8778,"2018"
"40562",40350,"UIC-Halsted","09/05/2018","W",9225,"2018"
"40563",40350,"UIC-Halsted","09/06/2018","W",8984,"2018"
"40564",40350,"UIC-Halsted","09/07/2018","W",8585,"2018"
"40565",40350,"UIC-Halsted","09/08/2018","A",2515,"2018"
"40566",40350,"UIC-Halsted","09/09/2018","U",1678,"2018"
"40567",40350,"UIC-Halsted","09/10/2018","W",9097,"2018"
"40568",40350,"UIC-Halsted","09/11/2018","W",9029,"2018"
"40569",40350,"UIC-Halsted","09/12/2018","W",9375,"2018"
"40570",40350,"UIC-Halsted","09/13/2018","W",9208,"2018"
"40571",40350,"UIC-Halsted","09/14/2018","W",8983,"2018"
"40572",40350,"UIC-Halsted","09/15/2018","A",2497,"2018"
"40573",40350,"UIC-Halsted","09/16/2018","U",1647,"2018"
"40574",40350,"UIC-Halsted","09/17/2018","W",9157,"2018"
"40575",40350,"UIC-Halsted","09/18/2018","W",8905,"2018"
"40576",40350,"UIC-Halsted","09/19/2018","W",9104,"2018"
"40577",40350,"UIC-Halsted","09/20/2018","W",9067,"2018"
"40578",40350,"UIC-Halsted","09/21/2018","W",8569,"2018"
"40579",40350,"UIC-Halsted","09/22/2018","A",2868,"2018"
"40580",40350,"UIC-Halsted","09/23/2018","U",1772,"2018"
"40581",40350,"UIC-Halsted","09/24/2018","W",9155,"2018"
"40582",40350,"UIC-Halsted","09/25/2018","W",9078,"2018"
"40583",40350,"UIC-Halsted","09/26/2018","W",9270,"2018"
"40584",40350,"UIC-Halsted","09/27/2018","W",9074,"2018"
"40585",40350,"UIC-Halsted","09/28/2018","W",8655,"2018"
"40586",40350,"UIC-Halsted","09/29/2018","A",2760,"2018"
"40587",40350,"UIC-Halsted","09/30/2018","U",1826,"2018"
"44925",40350,"UIC-Halsted","10/01/2018","W",9026,"2018"
"44926",40350,"UIC-Halsted","10/02/2018","W",8966,"2018"
"44927",40350,"UIC-Halsted","10/03/2018","W",9378,"2018"
"44928",40350,"UIC-Halsted","10/04/2018","W",9041,"2018"
"44929",40350,"UIC-Halsted","10/05/2018","W",8276,"2018"
"44930",40350,"UIC-Halsted","10/06/2018","A",2495,"2018"
"44931",40350,"UIC-Halsted","10/07/2018","U",7061,"2018"
"44932",40350,"UIC-Halsted","10/08/2018","W",8455,"2018"
"44933",40350,"UIC-Halsted","10/09/2018","W",9086,"2018"
"44934",40350,"UIC-Halsted","10/10/2018","W",9080,"2018"
"44935",40350,"UIC-Halsted","10/11/2018","W",8911,"2018"
"44936",40350,"UIC-Halsted","10/12/2018","W",8549,"2018"
"44937",40350,"UIC-Halsted","10/13/2018","A",2545,"2018"
"44938",40350,"UIC-Halsted","10/14/2018","U",1890,"2018"
"44939",40350,"UIC-Halsted","10/15/2018","W",8856,"2018"
"44940",40350,"UIC-Halsted","10/16/2018","W",8949,"2018"
"44941",40350,"UIC-Halsted","10/17/2018","W",9195,"2018"
"44942",40350,"UIC-Halsted","10/18/2018","W",9206,"2018"
"44943",40350,"UIC-Halsted","10/19/2018","W",8567,"2018"
"44944",40350,"UIC-Halsted","10/20/2018","A",2642,"2018"
"44945",40350,"UIC-Halsted","10/21/2018","U",1729,"2018"
"44946",40350,"UIC-Halsted","10/22/2018","W",8787,"2018"
"44947",40350,"UIC-Halsted","10/23/2018","W",8800,"2018"
"44948",40350,"UIC-Halsted","10/24/2018","W",9000,"2018"
"44949",40350,"UIC-Halsted","10/25/2018","W",8856,"2018"
"44950",40350,"UIC-Halsted","10/26/2018","W",8505,"2018"
"44951",40350,"UIC-Halsted","10/27/2018","A",2542,"2018"
"44952",40350,"UIC-Halsted","10/28/2018","U",1578,"2018"
"44953",40350,"UIC-Halsted","10/29/2018","W",8722,"2018"
"44954",40350,"UIC-Halsted","10/30/2018","W",8703,"2018"
"44955",40350,"UIC-Halsted","10/31/2018","W",8982,"2018"
"49269",40350,"UIC-Halsted","11/01/2018","W",8727,"2018"
"49270",40350,"UIC-Halsted","11/02/2018","W",8611,"2018"
"49271",40350,"UIC-Halsted","11/03/2018","A",2494,"2018"
"49272",40350,"UIC-Halsted","11/04/2018","U",1959,"2018"
"49273",40350,"UIC-Halsted","11/05/2018","W",8815,"2018"
"49274",40350,"UIC-Halsted","11/06/2018","W",8648,"2018"
"49275",40350,"UIC-Halsted","11/07/2018","W",8913,"2018"
"49276",40350,"UIC-Halsted","11/08/2018","W",8609,"2018"
"49277",40350,"UIC-Halsted","11/09/2018","W",8131,"2018"
"49278",40350,"UIC-Halsted","11/10/2018","A",2300,"2018"
"49279",40350,"UIC-Halsted","11/11/2018","U",1581,"2018"
"49280",40350,"UIC-Halsted","11/12/2018","W",8047,"2018"
"49281",40350,"UIC-Halsted","11/13/2018","W",8482,"2018"
"49282",40350,"UIC-Halsted","11/14/2018","W",8784,"2018"
"49283",40350,"UIC-Halsted","11/15/2018","W",8483,"2018"
"49284",40350,"UIC-Halsted","11/16/2018","W",8464,"2018"
"49285",40350,"UIC-Halsted","11/17/2018","A",2759,"2018"
"49286",40350,"UIC-Halsted","11/18/2018","U",1789,"2018"
"49287",40350,"UIC-Halsted","11/19/2018","W",8342,"2018"
"49288",40350,"UIC-Halsted","11/20/2018","W",8037,"2018"
"49289",40350,"UIC-Halsted","11/21/2018","W",6752,"2018"
"49290",40350,"UIC-Halsted","11/22/2018","U",1170,"2018"
"49291",40350,"UIC-Halsted","11/23/2018","W",1520,"2018"
"49292",40350,"UIC-Halsted","11/24/2018","A",1433,"2018"
"49293",40350,"UIC-Halsted","11/25/2018","U",1219,"2018"
"49294",40350,"UIC-Halsted","11/26/2018","W",6709,"2018"
"49295",40350,"UIC-Halsted","11/27/2018","W",8184,"2018"
"49296",40350,"UIC-Halsted","11/28/2018","W",8641,"2018"
"49297",40350,"UIC-Halsted","11/29/2018","W",8591,"2018"
"49298",40350,"UIC-Halsted","11/30/2018","W",8192,"2018"
"53646",40350,"UIC-Halsted","12/01/2018","A",2154,"2018"
"53647",40350,"UIC-Halsted","12/02/2018","U",1472,"2018"
"53648",40350,"UIC-Halsted","12/03/2018","W",8319,"2018"
"53649",40350,"UIC-Halsted","12/04/2018","W",8128,"2018"
"53650",40350,"UIC-Halsted","12/05/2018","W",8326,"2018"
"53651",40350,"UIC-Halsted","12/06/2018","W",7993,"2018"
"53652",40350,"UIC-Halsted","12/07/2018","W",7729,"2018"
"53653",40350,"UIC-Halsted","12/08/2018","A",2153,"2018"
"53654",40350,"UIC-Halsted","12/09/2018","U",1491,"2018"
"53655",40350,"UIC-Halsted","12/10/2018","W",6098,"2018"
"53656",40350,"UIC-Halsted","12/11/2018","W",6143,"2018"
"53657",40350,"UIC-Halsted","12/12/2018","W",5932,"2018"
"53658",40350,"UIC-Halsted","12/13/2018","W",5912,"2018"
"53659",40350,"UIC-Halsted","12/14/2018","W",5449,"2018"
"53660",40350,"UIC-Halsted","12/15/2018","A",2008,"2018"
"53661",40350,"UIC-Halsted","12/16/2018","U",1426,"2018"
"53662",40350,"UIC-Halsted","12/17/2018","W",3409,"2018"
"53663",40350,"UIC-Halsted","12/18/2018","W",3473,"2018"
"53664",40350,"UIC-Halsted","12/19/2018","W",3292,"2018"
"53665",40350,"UIC-Halsted","12/20/2018","W",3009,"2018"
"53666",40350,"UIC-Halsted","12/21/2018","W",2701,"2018"
"53667",40350,"UIC-Halsted","12/22/2018","A",1192,"2018"
"53668",40350,"UIC-Halsted","12/23/2018","U",961,"2018"
"53669",40350,"UIC-Halsted","12/24/2018","W",907,"2018"
"53670",40350,"UIC-Halsted","12/25/2018","U",413,"2018"
"53671",40350,"UIC-Halsted","12/26/2018","W",1410,"2018"
"53672",40350,"UIC-Halsted","12/27/2018","W",1595,"2018"
"53673",40350,"UIC-Halsted","12/28/2018","W",1664,"2018"
"53674",40350,"UIC-Halsted","12/29/2018","A",988,"2018"
"53675",40350,"UIC-Halsted","12/30/2018","U",878,"2018"
"53676",40350,"UIC-Halsted","12/31/2018","W",1266,"2018"
"58123",40350,"UIC-Halsted","01/01/2019","U",981,"2019"
"58124",40350,"UIC-Halsted","01/02/2019","W",2376,"2019"
"58125",40350,"UIC-Halsted","01/03/2019","W",2495,"2019"
"58126",40350,"UIC-Halsted","01/04/2019","W",2496,"2019"
"58127",40350,"UIC-Halsted","01/05/2019","A",1209,"2019"
"58128",40350,"UIC-Halsted","01/06/2019","U",925,"2019"
"58129",40350,"UIC-Halsted","01/07/2019","W",3029,"2019"
"58130",40350,"UIC-Halsted","01/08/2019","W",3057,"2019"
"58131",40350,"UIC-Halsted","01/09/2019","W",3180,"2019"
"58132",40350,"UIC-Halsted","01/10/2019","W",3282,"2019"
"58133",40350,"UIC-Halsted","01/11/2019","W",3270,"2019"
"58134",40350,"UIC-Halsted","01/12/2019","A",1361,"2019"
"58135",40350,"UIC-Halsted","01/13/2019","U",1270,"2019"
"58136",40350,"UIC-Halsted","01/14/2019","W",8054,"2019"
